Wall time,Step,Value
1715240550.550293,25,4.802199840545654
1715240614.9994855,50,4.087200164794922
1715240680.356835,75,3.4291999340057373
1715240747.2248328,100,2.646399974822998
1715240815.5535882,125,2.3122000694274902
1715240881.0915985,150,2.2551000118255615
1715240943.5752058,175,2.0590999126434326
1715241004.4492848,200,2.0697999000549316
1715241068.0905714,225,1.9859999418258667
1715241131.6444175,250,1.9292000532150269
1715241196.109417,275,1.867400050163269
1715241260.3965046,300,1.8075000047683716
1715241325.7994084,325,1.7452000379562378
1715241389.2762325,350,1.6252000331878662
1715241452.5894737,375,1.4486000537872314
1715241516.3899727,400,1.51010000705719
1715241580.125014,425,1.6028000116348267
1715241644.000813,450,1.5145000219345093
1715241708.264426,475,1.4598000049591064
1715241770.2740626,500,1.4026000499725342
1715241833.6340308,525,1.544800043106079
1715241895.9017236,550,1.4775999784469604
1715241958.8824055,575,1.5805000066757202
1715242021.2832172,600,1.4311000108718872
1715242083.511148,625,1.4485000371932983
1715242144.7681768,650,1.3868000507354736
1715242206.9492657,675,1.3593000173568726
1715242267.3503432,700,1.48989999294281
1715242329.6526625,725,1.4639999866485596
1715242391.2824159,750,1.4399000406265259
1715242452.1378732,775,1.3702000379562378
1715242512.2869291,800,1.4085999727249146
1715242573.5561144,825,1.4688999652862549
1715242633.9817092,850,1.4648000001907349
1715242693.8218627,875,1.3645000457763672
1715242753.6281333,900,1.3909000158309937
1715242814.7853675,925,1.4589999914169312
1715242875.5475228,950,1.4225000143051147
1715242935.8163724,975,1.3904999494552612
1715242996.8543518,1000,1.452299952507019
1715247623.9726963,1025,1.2796000242233276
1715247695.736497,1050,1.4362000226974487
1715247765.763589,1075,1.4114999771118164
1715247838.4159791,1100,1.2855000495910645
1715247909.7593884,1125,1.323799967765808
1715247983.0144176,1150,1.3858000040054321
1715248053.6445618,1175,1.3904999494552612
1715248123.7965333,1200,1.3960000276565552
1715248193.125571,1225,1.4918999671936035
1715248264.0698957,1250,1.3942999839782715
1715248334.8423746,1275,1.2847000360488892
1715248404.7690673,1300,1.4082000255584717
1715248472.8383346,1325,1.335800051689148
1715248541.9722497,1350,1.420300006866455
1715248610.5005267,1375,1.3997000455856323
1715248680.6116095,1400,1.3638999462127686
1715248749.7924783,1425,1.2888000011444092
1715248815.161952,1450,1.3173999786376953
1715248882.2931097,1475,1.3519999980926514
1715248948.3744044,1500,1.3675999641418457
1715249014.0545323,1525,1.2940000295639038
1715249080.2539098,1550,1.3518999814987183
1715249145.0433338,1575,1.4069000482559204
1715249208.980161,1600,1.2309000492095947
1715249273.1898398,1625,1.3205000162124634
1715249336.8634114,1650,1.406599998474121
1715249400.6796825,1675,1.3223999738693237
1715249465.714196,1700,1.4275000095367432
1715249530.680266,1725,1.3157000541687012
1715249594.298956,1750,1.3193999528884888
1715249657.7698627,1775,1.3157999515533447
1715249720.630639,1800,1.4214999675750732
1715249783.6494954,1825,1.3071999549865723
1715249849.0655577,1850,1.3314000368118286
1715249912.403813,1875,1.4175000190734863
1715249975.720409,1900,1.413599967956543
1715250038.5647218,1925,1.3006000518798828
1715250101.1918364,1950,1.316100001335144
1715250163.988944,1975,1.243399977684021
1715250225.5749958,2000,1.2890000343322754
1715254903.349978,2025,1.2584999799728394
1715254975.465538,2050,1.361799955368042
1715255048.5642285,2075,1.26419997215271
1715255121.2272754,2100,1.1832000017166138
1715255191.9362404,2125,1.3212000131607056
1715255264.4754345,2150,1.3897000551223755
1715255333.8765638,2175,1.316499948501587
1715255403.155208,2200,1.2884000539779663
1715255473.4630194,2225,1.2944999933242798
1715255542.5755968,2250,1.3066999912261963
1715255611.483073,2275,1.4076000452041626
1715255679.8579814,2300,1.2956000566482544
1715255748.6241891,2325,1.306399941444397
1715255816.841554,2350,1.2231999635696411
1715255885.0742443,2375,1.263100028038025
1715255952.0396545,2400,1.3746999502182007
1715256020.3412943,2425,1.220900058746338
1715256087.4250062,2450,1.2740999460220337
1715256155.8541973,2475,1.242400050163269
1715256222.7480564,2500,1.2091000080108643
1715256289.2089446,2525,1.2879999876022339
1715256354.3007379,2550,1.2937999963760376
1715256420.6738777,2575,1.3590999841690063
1715256486.3973746,2600,1.2785999774932861
1715256551.6410465,2625,1.219499945640564
1715256616.9987614,2650,1.221500039100647
1715256682.5564823,2675,1.2479000091552734
1715256746.2959669,2700,1.204699993133545
1715256811.5393443,2725,1.2942999601364136
1715256878.4781928,2750,1.2992000579833984
1715256942.5903966,2775,1.1500999927520752
1715257006.3134704,2800,1.256700038909912
1715257070.95903,2825,1.3391000032424927
1715257134.6066744,2850,1.4431999921798706
1715257199.0025618,2875,1.343500018119812
1715257262.7035294,2900,1.2999000549316406
1715257325.746327,2925,1.3109999895095825
1715257389.009916,2950,1.3519999980926514
1715257452.0095463,2975,1.256700038909912
1715257514.8875716,3000,1.2533999681472778
1715262140.4011657,3025,1.242799997329712
1715262210.710706,3050,1.3260999917984009
1715262280.231589,3075,1.2173999547958374
1715262352.2272832,3100,1.2910000085830688
1715262421.7848344,3125,1.226099967956543
1715262492.7804415,3150,1.1821999549865723
1715262564.693996,3175,1.3147000074386597
1715262634.9234185,3200,1.231600046157837
1715262705.219018,3225,1.2970999479293823
1715262774.510877,3250,1.3681000471115112
1715262843.1195934,3275,1.25409996509552
1715262910.2731528,3300,1.2733999490737915
1715262979.4553676,3325,1.202299952507019
1715263048.646363,3350,1.251099944114685
1715263117.4977465,3375,1.3393000364303589
1715263184.7375414,3400,1.2490999698638916
1715263251.774288,3425,1.2695000171661377
