Wall time,Step,Value
1714635321.584233,25,1.6685999631881714
1714635386.4355497,50,1.5534000396728516
1714635451.1875508,75,1.5918999910354614
1714635514.5739558,100,1.611799955368042
1714635577.2509935,125,1.3478000164031982
1714635639.6115,150,1.4198999404907227
1714635700.4077542,175,1.3641999959945679
1714635760.1118429,200,1.3299000263214111
1714635818.9852664,225,1.4656000137329102
1714635877.2639167,250,1.3392000198364258
1714635935.5322742,275,1.2386000156402588
1714635993.6421993,300,1.256600022315979
1714636050.84223,325,1.378100037574768
1714636107.8881218,350,1.2213000059127808
1714636165.1459277,375,1.1576000452041626
1714636221.784652,400,1.2339999675750732
1714636278.183851,425,1.1243000030517578
1714636334.2312114,450,1.1452000141143799
1714636390.1135721,475,1.1841000318527222
1714636447.3586764,500,1.2719000577926636
1714636503.4130332,525,1.214900016784668
1714636559.5695624,550,1.2218999862670898
1714636615.2201474,575,1.2375999689102173
1714636671.1881618,600,1.1931999921798706
1714636726.717682,625,1.2935999631881714
1714636782.6093926,650,1.2131999731063843
1714636837.8884103,675,1.1820000410079956
1714636893.011027,700,1.194100022315979
1714636948.0879884,725,1.248900055885315
1714637002.9468722,750,1.1129000186920166
1714637057.9837604,775,1.1888999938964844
1714637112.4971833,800,1.1341999769210815
1714637167.3617113,825,1.2008999586105347
1714637221.4362133,850,1.184499979019165
1714637275.4603705,875,1.2316999435424805
1714637329.245409,900,1.0044000148773193
1714637383.0477614,925,1.3066999912261963
1714637436.754471,950,1.1756999492645264
1714637490.4016197,975,1.131700038909912
1714637545.0210018,1000,1.125599980354309
1714638516.8205242,1025,1.069700002670288
1714638576.8047435,1050,1.0976999998092651
1714638636.9706707,1075,1.1966999769210815
1714638696.0173047,1100,1.110200047492981
1714638754.6912322,1125,1.1412999629974365
1714638812.136825,1150,1.156999945640564
1714638868.509498,1175,1.0979000329971313
1714638924.0249023,1200,1.271399974822998
1714638979.7627542,1225,1.0981999635696411
1714639034.390432,1250,1.080299973487854
1714639089.7763858,1275,1.0542000532150269
1714639144.9471633,1300,1.0432000160217285
1714639198.9998453,1325,0.9944000244140625
1714639252.8045099,1350,1.1438000202178955
1714639306.7603931,1375,1.1539000272750854
1714639360.1164408,1400,1.052899956703186
1714639413.900638,1425,1.1579999923706055
1714639467.3634083,1450,1.0954999923706055
1714639520.6225085,1475,1.1302000284194946
1714639573.6657948,1500,1.058899998664856
1714639626.6509235,1525,1.1062999963760376
1714639679.1583767,1550,1.1140999794006348
1714639732.2280352,1575,1.0242999792099
1714639785.768298,1600,1.0325000286102295
1714639838.248437,1625,1.027899980545044
1714639891.376398,1650,1.0283000469207764
1714639943.5996647,1675,1.1404999494552612
1714639995.5545316,1700,1.061400055885315
1714640047.6756372,1725,1.0628999471664429
1714640099.2975721,1750,1.044600009918213
1714640150.300828,1775,1.0765000581741333
1714640198.0033126,1800,0.9379000067710876
1714640244.8647451,1825,0.9254999756813049
1714640291.4842231,1850,0.7552000284194946
1714640338.2902012,1875,0.8187000155448914
1714640385.899605,1900,0.8395000100135803
1714640432.7411227,1925,0.8058000206947327
1714640479.980814,1950,0.7581999897956848
1714640527.484542,1975,0.7983999848365784
1714640574.3199506,2000,0.7330999970436096
1714641583.9149814,2025,0.7684000134468079
1714641630.726813,2050,0.7742000222206116
1714641677.7769287,2075,0.8514999747276306
1714641725.0630937,2100,0.8011999726295471
1714641771.7066946,2125,0.8216999769210815
1714641819.750396,2150,0.873199999332428
1714641867.5860233,2175,0.8823999762535095
1714641914.586072,2200,0.7562000155448914
1714641963.243677,2225,0.7501999735832214
