Wall time,Step,Value
1713713522.4968998,25,3.2985999584198
1713713593.4341402,50,2.5615999698638916
1713713664.0226188,75,1.9124000072479248
1713713734.4774754,100,1.3046000003814697
1713713800.8363626,125,1.1088999509811401
1713713867.7806716,150,0.9714000225067139
1713713933.081651,175,0.9560999870300293
1713713998.4927993,200,0.836899995803833
1713714068.129617,225,0.7731999754905701
1713714134.39975,250,0.8122000098228455
1713714196.7844098,275,0.7160000205039978
1713714261.6859937,300,0.607200026512146
1713714321.0664003,325,0.47699999809265137
1713714385.5420012,350,0.4966999888420105
1713714448.4440136,375,0.4392000138759613
1713714510.8808527,400,0.4187000095844269
1713714569.0470355,425,0.4569999873638153
1713714625.9576263,450,0.4528000056743622
1713714681.1278815,475,0.4611999988555908
1713714739.4942496,500,0.40230000019073486
1713714795.9545794,525,0.4408999979496002
1713714852.0001168,550,0.4153999984264374
1713714908.103064,575,0.37869998812675476
1713714964.8788593,600,0.3978999853134155
1713715021.2767482,625,0.4203000068664551
1713715077.377289,650,0.3725000023841858
1713715133.3929806,675,0.34130001068115234
1713715187.8226733,700,0.3831000030040741
1713715242.4257832,725,0.3734000027179718
1713715296.914732,750,0.3605000078678131
1713715350.565859,775,0.376800000667572
1713715404.801529,800,0.3528999984264374
1713715457.8061178,825,0.3880000114440918
1713715510.8835657,850,0.365200012922287
1713715564.0144963,875,0.3140999972820282
1713715616.9787438,900,0.3824000060558319
1713715670.3789773,925,0.38179999589920044
1713715724.4645486,950,0.3540000021457672
1713715777.6138856,975,0.33480000495910645
1713715829.3679342,1000,0.37040001153945923
1713718459.435792,1025,0.36890000104904175
1713718517.3638566,1050,0.35120001435279846
1713718576.7462192,1075,0.3847000002861023
1713718635.6945558,1100,0.34459999203681946
1713718694.3514662,1125,0.3253999948501587
1713718750.5388305,1150,0.3172000050544739
1713718807.6439795,1175,0.36079999804496765
1713718861.6698048,1200,0.3716000020503998
1713718917.7845662,1225,0.2728999853134155
1713718972.691801,1250,0.33239999413490295
1713719026.7763247,1275,0.3402999937534332
1713719080.2293289,1300,0.32600000500679016
1713719133.7403026,1325,0.32120001316070557
1713719186.463323,1350,0.3149000108242035
1713719237.8813612,1375,0.304500013589859
1713719289.8898196,1400,0.32710000872612
1713719342.4608254,1425,0.3384999930858612
1713719394.2757275,1450,0.32679998874664307
1713719445.9896145,1475,0.33980000019073486
1713719497.7989955,1500,0.31459999084472656
1713719549.656547,1525,0.29910001158714294
1713719600.9605553,1550,0.3165000081062317
1713719649.337587,1575,0.20029999315738678
1713719697.3955917,1600,0.18700000643730164
1713719746.486222,1625,0.18299999833106995
1713719794.321505,1650,0.2151000052690506
1713719842.9080102,1675,0.19220000505447388
1713719891.0475476,1700,0.1696999967098236
1713719939.4818819,1725,0.19449999928474426
1713719987.5131698,1750,0.18479999899864197
1713720036.7799134,1775,0.22470000386238098
1713720085.5867157,1800,0.1858000010251999
1713720133.3965826,1825,0.20319999754428864
1713720181.839279,1850,0.19429999589920044
1713720229.590539,1875,0.19580000638961792
1713720277.7584457,1900,0.18950000405311584
1713720325.992029,1925,0.21819999814033508
1713720374.4334123,1950,0.20010000467300415
1713720423.960475,1975,0.2231999933719635
1713720473.3586936,2000,0.20890000462532043
1713722941.8510313,2025,0.20630000531673431
1713723000.5670266,2050,0.19910000264644623
1713723058.6645699,2075,0.19709999859333038
1713723116.3820212,2100,0.1696999967098236
1713723171.405681,2125,0.16429999470710754
1713723227.27184,2150,0.19609999656677246
1713723282.94798,2175,0.1842000037431717
1713723338.1876755,2200,0.18359999358654022
1713723394.9170732,2225,0.21070000529289246
1713723448.8812735,2250,0.1768999993801117
1713723506.5954409,2275,0.20319999754428864
1713723561.0801034,2300,0.20029999315738678
1713723614.6790373,2325,0.21709999442100525
1713723668.5682235,2350,0.2071000039577484
1713723723.4074693,2375,0.1988999992609024
1713723777.324292,2400,0.2069000005722046
1713723830.673507,2425,0.18479999899864197
1713723885.6971908,2450,0.1996999979019165
1713723938.6475146,2475,0.181099995970726
1713723992.2251449,2500,0.17970000207424164
1713724045.016926,2525,0.1762000024318695
1713724097.6497438,2550,0.1932000070810318
1713724151.0726452,2575,0.17960000038146973
1713724203.4513721,2600,0.17730000615119934
1713724255.8592355,2625,0.1720000058412552
1713724307.9476447,2650,0.17870000004768372
1713724361.9851556,2675,0.1678999960422516
1713724415.5398054,2700,0.1728000044822693
1713724468.388245,2725,0.16689999401569366
1713724522.390002,2750,0.18889999389648438
1713724573.9668121,2775,0.18310000002384186
1713724625.4436498,2800,0.17890000343322754
1713724677.081561,2825,0.20559999346733093
1713724728.0206065,2850,0.1826999932527542
1713724779.9628625,2875,0.18940000236034393
1713724831.0569608,2900,0.18019999563694
1713724882.566471,2925,0.17820000648498535
1713724933.4554038,2950,0.17399999499320984
1713724984.3380256,2975,0.16990000009536743
1713725033.9653845,3000,0.15559999644756317
1713727416.2311547,3025,0.17350000143051147
1713727468.5553982,3050,0.18050000071525574
1713727521.0264719,3075,0.20409999787807465
1713727573.4451632,3100,0.16210000216960907
1713727621.299617,3125,0.14409999549388885
1713727670.4210966,3150,0.09139999747276306
1713727717.6817257,3175,0.09350000321865082
1713727765.1794424,3200,0.08500000089406967
1713727813.1032102,3225,0.10220000147819519
1713727861.2895784,3250,0.09700000286102295
1713727909.1304417,3275,0.10589999705553055
1713727958.7150276,3300,0.08590000122785568
1713728008.1045,3325,0.09640000015497208
1713728057.2836504,3350,0.08959999680519104
1713728104.4932892,3375,0.0835999995470047
1713728152.0396695,3400,0.08910000324249268
1713728198.9727786,3425,0.07590000331401825
1713728246.61215,3450,0.10610000044107437
1713728293.9644442,3475,0.08139999955892563
1713728341.9937987,3500,0.08510000258684158
1713728390.442283,3525,0.08780000358819962
1713728438.609179,3550,0.08749999850988388
1713728486.6706786,3575,0.09839999675750732
1713728533.858192,3600,0.08720000088214874
1713728581.9061022,3625,0.0934000015258789
1713728628.9575095,3650,0.08709999918937683
1713728676.8849533,3675,0.11190000176429749
1713728725.084004,3700,0.08229999989271164
1713728772.0152884,3725,0.09099999815225601
1713728819.129721,3750,0.0892999991774559
1713728866.5290916,3775,0.1005999967455864
1713728914.1454577,3800,0.07760000228881836
1713728960.6125047,3825,0.09309999644756317
1713729007.6746867,3850,0.08150000125169754
1713729054.5222898,3875,0.0925000011920929
1713729101.7256951,3900,0.08619999885559082
1713729149.5108097,3925,0.07840000092983246
1713729197.8048444,3950,0.08529999852180481
1713729244.4537687,3975,0.07859999686479568
1713729291.1495624,4000,0.10090000182390213
1713731461.4100344,4025,0.08250000327825546
1713731509.0552444,4050,0.09030000120401382
1713731556.1955063,4075,0.08760000020265579
1713731605.2981493,4100,0.09040000289678574
1713731653.1048534,4125,0.08799999952316284
1713731701.6926787,4150,0.07479999959468842
1713731750.8090105,4175,0.08020000159740448
1713731799.6030905,4200,0.08250000327825546
1713731847.536517,4225,0.08860000222921371
1713731894.9718766,4250,0.06960000097751617
1713731942.9355538,4275,0.10360000282526016
1713731990.3748813,4300,0.08399999886751175
1713732038.7700868,4325,0.08240000158548355
1713732086.7232254,4350,0.10140000283718109
1713732134.604274,4375,0.0763000026345253
1713732181.6268642,4400,0.09560000151395798
1713732228.7465963,4425,0.09350000321865082
1713732275.8866866,4450,0.08100000023841858
1713732323.5026412,4475,0.094200000166893
1713732371.0832236,4500,0.0957999974489212
1713732417.8067515,4525,0.0957999974489212
1713732464.1748333,4550,0.0771000012755394
1713732511.0080862,4575,0.07769999653100967
1713732557.6709516,4600,0.07580000162124634
1713732604.4484825,4625,0.08060000091791153
1713732651.426768,4650,0.09210000187158585
1713732695.6300688,4675,0.05730000138282776
1713732741.0864968,4700,0.0551999993622303
1713732786.2195928,4725,0.05050000175833702
1713732831.592567,4750,0.0502999983727932
1713732876.9047751,4775,0.04749999940395355
1713732921.9895375,4800,0.05490000173449516
1713732967.5474713,4825,0.04989999905228615
1713733013.056849,4850,0.04190000146627426
1713733058.5468538,4875,0.06350000202655792
1713733103.9250667,4900,0.04490000009536743
1713733149.5091255,4925,0.05530000105500221
1713733195.498452,4950,0.03610000014305115
1713733240.8954668,4975,0.04479999840259552
1713733286.4091074,5000,0.05590000003576279
